"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"PC aa C42:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66970"
"PC aa C42:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66969"
"PC aa C42:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66967"
"PC aa C42:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66966"
"PC aa C42:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66965"
"PC ae C30:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:134575, CHEBI:85565"
"PC ae C32:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72426, CHEBI:72347"
"PC ae C32:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137601, CHEBI:85568, CHEBI:136126"
"PC ae C34:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132575, CHEBI:134439, CHEBI:67077"
"PC ae C34:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:140889, CHEBI:86472, CHEBI:67076"
"PC ae C34:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:136129, CHEBI:64544, CHEBI:85853"
"PC ae C34:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:134587, CHEBI:64541"
"PC ae C36:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132577, CHEBI:67066, CHEBI:134273, CHEBI:136374, CHEBI:137906"
"PC ae C36:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85766, CHEBI:67065, CHEBI:136131"
"PC ae C36:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64537, CHEBI:85862, CHEBI:131439"
"PC ae C36:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:67064, CHEBI:91322"
"PC ae C36:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64540, CHEBI:132586, CHEBI:136376"
"PC ae C38:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64498, CHEBI:134501, CHEBI:67071"
"PC ae C38:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:67069, CHEBI:142369, CHEBI:136072"
"PC ae C38:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"52929777","CHEBI:134648, CHEBI:67068, CHEBI:131654, CHEBI:131655, CHEBI:140890"
"PC ae C38:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72427, CHEBI:64480, CHEBI:140893"
"PC ae C38:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64445, CHEBI:85767, CHEBI:85863"
"PC ae C38:6","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64536, CHEBI:77753, CHEBI:77749, CHEBI:134242, CHEBI:132589"
"PC ae C40:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85851, CHEBI:137607, CHEBI:85574"
"PC ae C40:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137608, CHEBI:72348, CHEBI:85850"
"PC ae C40:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132580, CHEBI:137609, CHEBI:85570"
"PC ae C40:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:131427, CHEBI:85776, CHEBI:85571"
"PC ae C40:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85573, CHEBI:140983, CHEBI:131428"
"PC ae C40:6","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64533, CHEBI:132591, CHEBI:131430"
"PC ae C42:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85582, CHEBI:77329, CHEBI:131440"
"PC ae C42:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85770, CHEBI:85583, CHEBI:137611"
"PC ae C42:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:136099, CHEBI:137612, CHEBI:85584"
"PC ae C42:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85585, CHEBI:85769, CHEBI:137613"
"PC ae C42:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132581, CHEBI:85588, CHEBI:137614, CHEBI:85774"
"PC ae C42:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137615, CHEBI:140865, CHEBI:85590"
"PC ae C44:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:136111, CHEBI:67085"
"PC ae C44:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:142370, CHEBI:67084"
"PC ae C44:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132582, CHEBI:67083"
"PC ae C44:6","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:91052, CHEBI:67082"
"phenylalanine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:28044"
"proline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"614","CHEBI:26271"
"serine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:17822"
"SM (OH) C14:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64585, CHEBI:85597"
"SM (OH) C16:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85626, CHEBI:133629"
"SM (OH) C22:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85599, CHEBI:83893"
"SM (OH) C22:2","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85762, CHEBI:85600"
"SM (OH) C24:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85601, CHEBI:132059"
"SM C16:0","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72514"
"SM C16:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64587"
"SM C18:0","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72518"
"SM C18:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72519"
"SM C20:2","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72525"
"SM C24:0","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72533"
"SM C24:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72534"
"SM C26:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72539"
"threonine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:26986"
"tryptophan","Amino Acids","Tryptophan Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1148","CHEBI:27897"
"tyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1153","CHEBI:18186"
"valine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1182","CHEBI:27266"
"glucose","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","plasma","In-house biochemistry [chem.]","mg/dl",NA,NA,"","CHEBI:17234"
"insulin","Peptides","Peptide Hormone","plasma","In-house biochemistry [chem.]","muU/ml",NA,NA,"","CHEBI:145810"
"lactate","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","plasma","In-house biochemistry [chem.]","mg/dl",NA,NA,"","CHEBI:24996"
"NEFA","Lipids","Fatty Acid","plasma","In-house biochemistry [chem.]","values",NA,NA,"",""
